Issue Type,Issue key,Issue id,Summary,Status,Custom field (EDS equivalent table),Custom field (EDW table replaced with external table?),Custom field (EDW table),Custom field (Validation details (optional))
Task,EDSMIG-3952,418422,pii.eventing_v2_2024_10_26 - Phase 1,Won't Do,,,pii.eventing_v2_2024_10_26,
Task,EDSMIG-3953,418423,pii.eventing_v2_2024_10_27 - Phase 1,Won't Do,,,pii.eventing_v2_2024_10_27,
Task,EDSMIG-3954,418424,pii.eventing_v2_2024_10_28 - Phase 1,Won't Do,,,pii.eventing_v2_2024_10_28,
Task,EDSMIG-3955,418425,pii.eventing_v2_2024_10_29 - Phase 1,Won't Do,,,pii.eventing_v2_2024_10_29,
Task,EDSMIG-3956,418426,pii.eventing_v2_2024_10_30 - Phase 1,Won't Do,,,pii.eventing_v2_2024_10_30,
Task,EDSMIG-3957,418427,pii.eventing_v2_2024_10_31 - Phase 1,Won't Do,,,pii.eventing_v2_2024_10_31,
Task,EDSMIG-3958,418428,pii.eventing_v2_2024_11_01 - Phase 1,Won't Do,,,pii.eventing_v2_2024_11_01,
Task,EDSMIG-3959,418429,pii.eventing_v2_2024_11_02 - Phase 1,Won't Do,,,pii.eventing_v2_2024_11_02,
Task,EDSMIG-3960,418430,pii.eventing_v2_2024_11_03 - Phase 1,Won't Do,,,pii.eventing_v2_2024_11_03,
Task,EDSMIG-3961,418431,pii.eventing_v2_2024_11_04 - Phase 1,Won't Do,,,pii.eventing_v2_2024_11_04,
Task,EDSMIG-3962,418432,pii.eventing_v2_2024_11_05 - Phase 1,Won't Do,,,pii.eventing_v2_2024_11_05,
Task,EDSMIG-3963,418433,pii.eventing_v2_template - Phase 1,To Do,,,pii.eventing_v2_template,
Task,EDSMIG-3964,418434,pii.events_corrected_location - Phase 1,Won't Do,,,pii.events_corrected_location,
Task,EDSMIG-3965,418435,pii.events_corrected_test - Phase 1,To Do,,,pii.events_corrected_test,
Task,EDSMIG-3966,418436,pii.extra_compromised_users_jan_16_2020 - Phase 1,To Do,,,pii.extra_compromised_users_jan_16_2020,
Task,EDSMIG-3967,418437,pii.fb_users - Phase 1,In Progress,prod.silver_base.static_fb_users,,pii.fb_users,
Task,EDSMIG-3968,418438,pii.fee_waiver_student_isi_2023q3 - Phase 1,To Do,,,pii.fee_waiver_student_isi_2023q3,
Task,EDSMIG-3969,418439,pii.fia_mba_degree_applications_slate_log - Phase 1,To Do,,,pii.fia_mba_degree_applications_slate_log,
Task,EDSMIG-3970,418440,pii.first_name_inferred_gender - Phase 1,To Do,,,pii.first_name_inferred_gender,
Task,EDSMIG-3971,418441,pii.first_name_inferred_gender_incremental - Phase 1,To Do,,,pii.first_name_inferred_gender_incremental,
Task,EDSMIG-3972,418442,pii.fraud_learners_2024q2 - Phase 1,To Do,,,pii.fraud_learners_2024q2,
Task,EDSMIG-3973,418443,pii.freemium_sub_50_leads - Phase 1,To Do,,,pii.freemium_sub_50_leads,
Task,EDSMIG-3974,418444,pii.gcp_new_users - Phase 1,To Do,,,pii.gcp_new_users,
Task,EDSMIG-3975,418445,pii.gcp_possible_spam_users - Phase 1,To Do,,,pii.gcp_possible_spam_users,
Task,EDSMIG-3976,418446,pii.gcp_users_log - Phase 1,To Do,,,pii.gcp_users_log,
Task,EDSMIG-3977,418447,pii.gdpr_anonymized_logs - Phase 1,To Do,,,pii.gdpr_anonymized_logs,
Task,EDSMIG-3978,418448,pii.gdpr_columns - Phase 1,To Do,,,pii.gdpr_columns,
Task,EDSMIG-3979,418449,pii.gdpr_courses - Phase 1,To Do,,,pii.gdpr_courses,
Task,EDSMIG-3980,418450,pii.gdpr_dependencies - Phase 1,To Do,,,pii.gdpr_dependencies,
Task,EDSMIG-3981,418451,pii.gdpr_dependencies_with_update_type - Phase 1,To Do,,,pii.gdpr_dependencies_with_update_type,
Task,EDSMIG-3982,418452,pii.gdpr_ignore_tables - Phase 1,To Do,,,pii.gdpr_ignore_tables,
Task,EDSMIG-3983,418453,pii.gdpr_users - Phase 1,To Do,,,pii.gdpr_users,
Task,EDSMIG-3984,418454,pii.git_101_all_surveys_combined - Phase 1,To Do,,,pii.git_101_all_surveys_combined,
Task,EDSMIG-3985,418455,pii.git_101_commitment_device_responses - Phase 1,To Do,,,pii.git_101_commitment_device_responses,
Task,EDSMIG-3986,418456,pii.git_201_all_surveys_combined - Phase 1,To Do,,,pii.git_201_all_surveys_combined,
Task,EDSMIG-3987,418457,pii.git_jff_consent - Phase 1,To Do,,,pii.git_jff_consent,
Task,EDSMIG-3988,418458,pii.git_social_finance - Phase 1,To Do,,,pii.git_social_finance,
Task,EDSMIG-3989,418459,pii.gitam_blr_gst_2022 - Phase 1,To Do,,,pii.gitam_blr_gst_2022,
Task,EDSMIG-3990,418460,pii.gitam_gsb_2022 - Phase 1,To Do,,,pii.gitam_gsb_2022,
Task,EDSMIG-3991,418461,pii.gitam_gss_2022 - Phase 1,To Do,,,pii.gitam_gss_2022,
Task,EDSMIG-3992,418462,pii.gitam_gst_2022 - Phase 1,To Do,,,pii.gitam_gst_2022,
Task,EDSMIG-3993,418463,pii.google_aie_completion_survey - Phase 1,Done,prod.general_pii.google_aie_completion_survey,No,pii.google_aie_completion_survey,https://docs.google.com/document/d/1Ms1x3xf9qhnrqKmQmX8tRd3WCnmcml4Nh-VFHRoTTMY/edit?tab=t.0#heading=h.bmit4edkaugf
Task,EDSMIG-3994,418464,pii.google_aie_completion_survey_load - Phase 1,To Do,,,pii.google_aie_completion_survey_load,
Task,EDSMIG-3995,418465,pii.google_aie_completion_survey_unhashed - Phase 1,Done,prod.general_pii.google_aie_completion_survey_unhashed,No,pii.google_aie_completion_survey_unhashed,https://docs.google.com/document/d/1Ms1x3xf9qhnrqKmQmX8tRd3WCnmcml4Nh-VFHRoTTMY/edit?tab=t.0#heading=h.bmit4edkaugf
Task,EDSMIG-3996,418466,pii.google_cert_completion_master_survey - Phase 1,Done,prod.general_pii.google_cert_completion_master_survey,No,pii.google_cert_completion_master_survey,https://docs.google.com/document/d/1Ms1x3xf9qhnrqKmQmX8tRd3WCnmcml4Nh-VFHRoTTMY/edit?tab=t.0#heading=h.bmit4edkaugf
Task,EDSMIG-3997,418467,pii.google_cert_completion_master_survey_load - Phase 1,To Do,,,pii.google_cert_completion_master_survey_load,
Task,EDSMIG-3998,418468,pii.google_cert_completion_master_survey_mega - Phase 1,To Do,,,pii.google_cert_completion_master_survey_mega,
Task,EDSMIG-3999,418469,pii.google_cert_completion_master_survey_unhashed - Phase 1,Won't Do,prod.general_pii.google_cert_completion_master_survey_unhashed,,pii.google_cert_completion_master_survey_unhashed,
Task,EDSMIG-4000,418470,pii.google_cert_entry_master_survey - Phase 1,Won't Do,,,pii.google_cert_entry_master_survey,
Task,EDSMIG-4001,418471,pii.google_cert_entry_master_survey_load - Phase 1,To Do,,,pii.google_cert_entry_master_survey_load,
Task,EDSMIG-4002,418472,pii.google_cert_entry_master_survey_mega - Phase 1,To Do,,,pii.google_cert_entry_master_survey_mega,
Task,EDSMIG-4003,418473,pii.google_cert_entry_master_survey_unhashed - Phase 1,Won't Do,,,pii.google_cert_entry_master_survey_unhashed,
Task,EDSMIG-4004,418474,pii.google_cert_it_study_cert_completion_responses - Phase 1,To Do,,,pii.google_cert_it_study_cert_completion_responses,
Task,EDSMIG-4005,418475,pii.google_cert_it_study_cert_completion_responses_combined - Phase 1,To Do,,,pii.google_cert_it_study_cert_completion_responses_combined,
Task,EDSMIG-4006,418476,pii.google_cert_it_study_cert_completion_responses_combined_v2 - Phase 1,To Do,,,pii.google_cert_it_study_cert_completion_responses_combined_v2,
Task,EDSMIG-4007,418477,pii.google_cert_it_study_cert_completion_responses_v2 - Phase 1,To Do,,,pii.google_cert_it_study_cert_completion_responses_v2,
Task,EDSMIG-4008,418478,pii.google_cert_it_study_cert_completion_responses_v3 - Phase 1,To Do,,,pii.google_cert_it_study_cert_completion_responses_v3,
Task,EDSMIG-4009,418479,pii.google_cert_it_study_cert_completion_responses_v4 - Phase 1,Won't Do,,,pii.google_cert_it_study_cert_completion_responses_v4,
Task,EDSMIG-4010,418480,pii.google_cert_it_study_cert_completion_responses_v5 - Phase 1,To Do,,,pii.google_cert_it_study_cert_completion_responses_v5,
Task,EDSMIG-4011,418481,pii.google_cert_it_study_entry_responses - Phase 1,Won't Do,,,pii.google_cert_it_study_entry_responses,
Task,EDSMIG-4012,418482,pii.google_cert_it_study_post_cert_completion_responses - Phase 1,To Do,,,pii.google_cert_it_study_post_cert_completion_responses,
Task,EDSMIG-4013,418483,pii.google_cert_it_study_post_cert_completion_responses_v2 - Phase 1,To Do,,,pii.google_cert_it_study_post_cert_completion_responses_v2,
Task,EDSMIG-4014,418484,pii.google_cert_post_completion_master_survey - Phase 1,Won't Do,,,pii.google_cert_post_completion_master_survey,
Task,EDSMIG-4015,418485,pii.google_cert_post_completion_master_survey_load - Phase 1,To Do,,,pii.google_cert_post_completion_master_survey_load,
Task,EDSMIG-4016,418486,pii.google_cert_post_completion_master_survey_mega - Phase 1,To Do,,,pii.google_cert_post_completion_master_survey_mega,
Task,EDSMIG-4017,418487,pii.google_cert_post_completion_master_survey_unhashed - Phase 1,Won't Do,,,pii.google_cert_post_completion_master_survey_unhashed,
Task,EDSMIG-4018,418488,pii.google_certificate_participant_completion_survey_v2_2022 - Phase 1,To Do,,,pii.google_certificate_participant_completion_survey_v2_2022,
Task,EDSMIG-4019,418489,pii.google_certificate_participant_completion_survey_v2_2022_load - Phase 1,To Do,,,pii.google_certificate_participant_completion_survey_v2_2022_load,
Task,EDSMIG-4020,418490,pii.google_certificate_participant_completion_survey_v2_2022_unhashed - Phase 1,Won't Do,,,pii.google_certificate_participant_completion_survey_v2_2022_unhashed,
Task,EDSMIG-4021,418491,pii.google_certificate_participant_completion_survey_v3_2022 - Phase 1,Done,prod.general_pii.google_certificate_participant_completion_survey_v3_2022  ,No,pii.google_certificate_participant_completion_survey_v3_2022,https://docs.google.com/document/d/1Ms1x3xf9qhnrqKmQmX8tRd3WCnmcml4Nh-VFHRoTTMY/edit?tab=t.0#heading=h.3guyk0mlrlm6
Task,EDSMIG-4022,418492,pii.google_certificate_participant_completion_survey_v3_2022_load - Phase 1,To Do,,,pii.google_certificate_participant_completion_survey_v3_2022_load,
Task,EDSMIG-4023,418493,pii.google_certificate_participant_completion_survey_v3_2022_unhashed - Phase 1,Done,prod.general_pii.google_certificate_participant_completion_survey_v3_2022_unhashed,No,pii.google_certificate_participant_completion_survey_v3_2022_unhashed,https://docs.google.com/document/d/1Ms1x3xf9qhnrqKmQmX8tRd3WCnmcml4Nh-VFHRoTTMY/edit?tab=t.0#heading=h.3guyk0mlrlm6
Task,EDSMIG-4024,418494,pii.google_certificate_pulse_survey_v2_2022 - Phase 1,Done,prod.general_pii.google_certificate_pulse_survey_v2_2022  ,No,pii.google_certificate_pulse_survey_v2_2022,https://docs.google.com/document/d/1Ms1x3xf9qhnrqKmQmX8tRd3WCnmcml4Nh-VFHRoTTMY/edit?tab=t.0#heading=h.3guyk0mlrlm6
Task,EDSMIG-4025,418495,pii.google_certificate_pulse_survey_v2_2022_load - Phase 1,To Do,,,pii.google_certificate_pulse_survey_v2_2022_load,
Task,EDSMIG-4026,418496,pii.google_certificate_pulse_survey_v2_2022_unhashed - Phase 1,Done,prod.general_pii.google_certificate_pulse_survey_v2_2022_unhashed,No,pii.google_certificate_pulse_survey_v2_2022_unhashed,https://docs.google.com/document/d/1Ms1x3xf9qhnrqKmQmX8tRd3WCnmcml4Nh-VFHRoTTMY/edit?tab=t.0#heading=h.3guyk0mlrlm6
Task,EDSMIG-4027,418497,pii.google_clips_user_journey - Phase 1,Won't Do,,,pii.google_clips_user_journey,
Task,EDSMIG-4028,418498,pii.google_cloud_completion_responses_derived - Phase 1,To Do,,,pii.google_cloud_completion_responses_derived,
Task,EDSMIG-4029,418499,pii.google_cloud_hiring_completion_responses - Phase 1,To Do,,,pii.google_cloud_hiring_completion_responses,
Task,EDSMIG-4030,418500,pii.google_data_analysis_cert_completion_survey_responses - Phase 1,Won't Do,,,pii.google_data_analysis_cert_completion_survey_responses,
Task,EDSMIG-4031,418501,pii.google_data_analysis_cert_entry_survey_responses - Phase 1,Won't Do,,,pii.google_data_analysis_cert_entry_survey_responses,
Task,EDSMIG-4032,418502,pii.google_data_analysis_cert_post_completion_survey_responses - Phase 1,Won't Do,,,pii.google_data_analysis_cert_post_completion_survey_responses,
Task,EDSMIG-4033,418503,pii.google_data_analytics_commitment - Phase 1,To Do,,,pii.google_data_analytics_commitment,
Task,EDSMIG-4034,418504,pii.google_dme_commitment - Phase 1,To Do,,,pii.google_dme_commitment,
Task,EDSMIG-4035,418505,pii.google_it_automation_cert_completion_survey_responses_2021_version - Phase 1,Won't Do,,,pii.google_it_automation_cert_completion_survey_responses_2021_version,
Task,EDSMIG-4036,418506,pii.google_it_automation_cert_entry_survey_responses_2021_version - Phase 1,Won't Do,,,pii.google_it_automation_cert_entry_survey_responses_2021_version,
Task,EDSMIG-4037,418507,pii.google_it_automation_cert_post_completion_survey - Phase 1,To Do,,,pii.google_it_automation_cert_post_completion_survey,
Task,EDSMIG-4038,418508,pii.google_it_automation_commitment - Phase 1,To Do,,,pii.google_it_automation_commitment,
Task,EDSMIG-4039,418509,pii.google_it_automation_participant_completion_survey_responses - Phase 1,Won't Do,,,pii.google_it_automation_participant_completion_survey_responses,
Task,EDSMIG-4040,418510,pii.google_it_automation_participant_entry_survey_responses - Phase 1,Won't Do,,,pii.google_it_automation_participant_entry_survey_responses,
Task,EDSMIG-4041,418511,pii.google_it_cert_comp_pulse_survey - Phase 1,Won't Do,,,pii.google_it_cert_comp_pulse_survey,
Task,EDSMIG-4042,418512,pii.google_it_final_survey_spanish - Phase 1,To Do,,,pii.google_it_final_survey_spanish,
Task,EDSMIG-4043,418513,pii.google_it_pulse_survey_january_2021 - Phase 1,To Do,,,pii.google_it_pulse_survey_january_2021,
Task,EDSMIG-4044,418514,pii.google_it_scholarship_survey_responses - Phase 1,To Do,,,pii.google_it_scholarship_survey_responses,
Task,EDSMIG-4045,418515,pii.google_it_support_cert_completion_survey_responses_2021_version - Phase 1,To Do,,,pii.google_it_support_cert_completion_survey_responses_2021_version,
Task,EDSMIG-4046,418516,pii.google_it_support_cert_entry_survey_responses_2021_version - Phase 1,Won't Do,,,pii.google_it_support_cert_entry_survey_responses_2021_version,
Task,EDSMIG-4047,418517,pii.google_it_support_commitment - Phase 1,To Do,,,pii.google_it_support_commitment,
Task,EDSMIG-4048,418518,pii.google_it_support_first_course_completion_responses - Phase 1,To Do,,,pii.google_it_support_first_course_completion_responses,
Task,EDSMIG-4049,418519,pii.google_it_survey_spanish - Phase 1,To Do,,,pii.google_it_survey_spanish,
Task,EDSMIG-4050,418520,pii.google_participant_entry_survey_v2_2022 - Phase 1,To Do,,,pii.google_participant_entry_survey_v2_2022,
Task,EDSMIG-4051,418521,pii.google_participant_entry_survey_v2_2022_load - Phase 1,To Do,,,pii.google_participant_entry_survey_v2_2022_load,
Task,EDSMIG-4052,418522,pii.google_participant_entry_survey_v2_2022_unhashed - Phase 1,To Do,,,pii.google_participant_entry_survey_v2_2022_unhashed,
Task,EDSMIG-4053,418523,pii.google_participant_entry_survey_v3_2022 - Phase 1,Done,prod.general_pii.google_participant_entry_survey_v3_2022,No,pii.google_participant_entry_survey_v3_2022,https://docs.google.com/document/d/1Ms1x3xf9qhnrqKmQmX8tRd3WCnmcml4Nh-VFHRoTTMY/edit?tab=t.0#heading=h.3guyk0mlrlm6
Task,EDSMIG-4054,418524,pii.google_participant_entry_survey_v3_2022_load - Phase 1,To Do,,,pii.google_participant_entry_survey_v3_2022_load,
Task,EDSMIG-4055,418525,pii.google_participant_entry_survey_v3_2022_unhashed - Phase 1,Done,prod.general_pii.google_participant_entry_survey_v3_2022_unhashed,No,pii.google_participant_entry_survey_v3_2022_unhashed,https://docs.google.com/document/d/1Ms1x3xf9qhnrqKmQmX8tRd3WCnmcml4Nh-VFHRoTTMY/edit?tab=t.0#heading=h.3guyk0mlrlm6
Task,EDSMIG-4056,418526,pii.google_pm_cert_completion_survey_responses - Phase 1,Won't Do,,,pii.google_pm_cert_completion_survey_responses,
Task,EDSMIG-4057,418527,pii.google_pm_cert_entry_survey_responses - Phase 1,Won't Do,,,pii.google_pm_cert_entry_survey_responses,
Task,EDSMIG-4058,418528,pii.google_pm_cert_post_completion_survey_responses - Phase 1,Won't Do,,,pii.google_pm_cert_post_completion_survey_responses,
Task,EDSMIG-4059,418529,pii.google_pm_commitment - Phase 1,To Do,,,pii.google_pm_commitment,
Task,EDSMIG-4060,418530,pii.google_social_finance_annika - Phase 1,To Do,,,pii.google_social_finance_annika,
Task,EDSMIG-4061,418531,pii.google_ux_cert_competion_survey_responses - Phase 1,Won't Do,,,pii.google_ux_cert_competion_survey_responses,
Task,EDSMIG-4062,418532,pii.google_ux_cert_entry_survey_responses - Phase 1,Won't Do,,,pii.google_ux_cert_entry_survey_responses,
Task,EDSMIG-4063,418533,pii.google_ux_cert_post_completion_survey_responses - Phase 1,Won't Do,,,pii.google_ux_cert_post_completion_survey_responses,
Task,EDSMIG-4064,418534,pii.google_ux_design_commitment - Phase 1,To Do,,,pii.google_ux_design_commitment,
Task,EDSMIG-4065,418535,pii.googlecloud - Phase 1,To Do,,,pii.googlecloud,
Task,EDSMIG-4066,418536,pii.googlecloud_prev_users - Phase 1,To Do,,,pii.googlecloud_prev_users,
Task,EDSMIG-4067,418537,pii.googlecloud_users - Phase 1,To Do,,,pii.googlecloud_users,
Task,EDSMIG-4068,418538,pii.group_invitations - Phase 1,To Do,,,pii.group_invitations,
Task,EDSMIG-4069,418539,pii.group_membership_user_data - Phase 1,To Do,,,pii.group_membership_user_data,
Task,EDSMIG-4070,418540,pii.gs10kwomen_enrollment - Phase 1,To Do,,,pii.gs10kwomen_enrollment,
Task,EDSMIG-4071,418541,pii.gsheet_advocates_20200224 - Phase 1,To Do,,,pii.gsheet_advocates_20200224,
Task,EDSMIG-4072,418542,pii.gsheet_google_personalized_links_march_nudge - Phase 1,To Do,,,pii.gsheet_google_personalized_links_march_nudge,
Task,EDSMIG-4073,418543,pii.gsheet_google_social_finance_round2 - Phase 1,To Do,,,pii.gsheet_google_social_finance_round2,
Task,EDSMIG-4074,418544,pii.gsheet_googleit_social_finance - Phase 1,To Do,,,pii.gsheet_googleit_social_finance,
Task,EDSMIG-4075,418545,pii.gsheet_webinar - Phase 1,To Do,,,pii.gsheet_webinar,
Task,EDSMIG-4076,418546,pii.gtc_user_emails - Phase 1,To Do,,,pii.gtc_user_emails,
Task,EDSMIG-4077,418547,pii.gw_google_commitment - Phase 1,To Do,,,pii.gw_google_commitment,
Task,EDSMIG-4078,418548,pii.gwg_audience_fb_ads - Phase 1,To Do,,,pii.gwg_audience_fb_ads,
Task,EDSMIG-4079,418549,pii.gwg_audience_fb_ads_backfill - Phase 1,To Do,,,pii.gwg_audience_fb_ads_backfill,
Task,EDSMIG-4080,418550,pii.gwg_course_salts - Phase 1,To Do,,,pii.gwg_course_salts,
Task,EDSMIG-4081,418551,pii.gwg_engaged_enrollment_internal - Phase 1,To Do,,,pii.gwg_engaged_enrollment_internal,
Task,EDSMIG-4082,418552,pii.gwg_enrollment - Phase 1,To Do,,,pii.gwg_enrollment,
Task,EDSMIG-4083,418553,pii.gwg_enrollment_segments - Phase 1,Done,,,pii.gwg_enrollment_segments,
Task,EDSMIG-4084,418554,pii.gwg_enrollment_segments_2021_08_20 - Phase 1,To Do,,,pii.gwg_enrollment_segments_2021_08_20,
Task,EDSMIG-4085,418555,pii.gwg_enrollment_snapshot_22_02_2022 - Phase 1,To Do,,,pii.gwg_enrollment_snapshot_22_02_2022,
Task,EDSMIG-4086,418556,pii.gwg_enrollment_snapshot_23_02_2022 - Phase 1,To Do,,,pii.gwg_enrollment_snapshot_23_02_2022,
Task,EDSMIG-4087,418557,pii.gwg_enrollment_snapshot_24_02_2022 - Phase 1,To Do,,,pii.gwg_enrollment_snapshot_24_02_2022,
Task,EDSMIG-4088,418558,pii.gwg_enrollment_snapshot_26_10_2021 - Phase 1,To Do,,,pii.gwg_enrollment_snapshot_26_10_2021,
Task,EDSMIG-4089,418559,pii.gwg_enrollments_2021_08_20 - Phase 1,To Do,,,pii.gwg_enrollments_2021_08_20,
Task,EDSMIG-4090,418560,pii.gwg_freemium_dashboard - Phase 1,To Do,,,pii.gwg_freemium_dashboard,
Task,EDSMIG-4091,418561,pii.gwg_freemium_launched_orgs_info - Phase 1,Done,,,pii.gwg_freemium_launched_orgs_info,
Task,EDSMIG-4092,418562,pii.gwg_freemium_unqualified_orgs - Phase 1,To Do,,,pii.gwg_freemium_unqualified_orgs,
Task,EDSMIG-4093,418563,pii.gwg_hashed_id_table - Phase 1,To Do,,,pii.gwg_hashed_id_table,
Task,EDSMIG-4094,418564,pii.gwg_item_completion_pct - Phase 1,To Do,,,pii.gwg_item_completion_pct,
Task,EDSMIG-4095,418565,pii.gwg_item_progression - Phase 1,To Do,,,pii.gwg_item_progression,
Task,EDSMIG-4096,418566,pii.gwg_learner_story_current - Phase 1,To Do,,,pii.gwg_learner_story_current,
Task,EDSMIG-4097,418567,pii.gwg_learner_story_old - Phase 1,To Do,,,pii.gwg_learner_story_old,
Task,EDSMIG-4098,418568,pii.gwg_outcomes_2021_08_20 - Phase 1,To Do,,,pii.gwg_outcomes_2021_08_20,
Task,EDSMIG-4099,418569,pii.gwg_page_view_url_last_touch_xdp - Phase 1,To Do,,,pii.gwg_page_view_url_last_touch_xdp,
Task,EDSMIG-4100,418570,pii.gwg_page_views_xdp - Phase 1,To Do,,,pii.gwg_page_views_xdp,
Task,EDSMIG-4101,418571,pii.gwg_reporting_quarterly_outcomes_2021_08_20 - Phase 1,To Do,,,pii.gwg_reporting_quarterly_outcomes_2021_08_20,
Task,EDSMIG-4102,418572,pii.gwg_standalone_course_enrollment - Phase 1,To Do,,,pii.gwg_standalone_course_enrollment,
Task,EDSMIG-4103,418573,pii.hec_applications - Phase 1,To Do,,,pii.hec_applications,
Task,EDSMIG-4104,418574,pii.hec_degree_memberships_daily - Phase 1,To Do,,,pii.hec_degree_memberships_daily,
Task,EDSMIG-4105,418575,pii.hec_degree_memberships_initial_load - Phase 1,To Do,,,pii.hec_degree_memberships_initial_load,
Task,EDSMIG-4106,418576,pii.hec_degree_memberships_snapshot - Phase 1,To Do,,,pii.hec_degree_memberships_snapshot,
Task,EDSMIG-4107,418577,pii.hec_degree_memberships_staging - Phase 1,To Do,,,pii.hec_degree_memberships_staging,
Task,EDSMIG-4108,418578,pii.hec_degree_term_enrollments - Phase 1,To Do,,,pii.hec_degree_term_enrollments,
Task,EDSMIG-4109,418579,pii.hec_degree_term_enrollments_backup_20190730 - Phase 1,To Do,,,pii.hec_degree_term_enrollments_backup_20190730,
Task,EDSMIG-4110,418580,pii.hec_degree_term_enrollments_log - Phase 1,To Do,,,pii.hec_degree_term_enrollments_log,
Task,EDSMIG-4111,418581,pii.hec_roster_2018_03_26 - Phase 1,To Do,,,pii.hec_roster_2018_03_26,
Task,EDSMIG-4112,418582,pii.hec_roster_gsheet - Phase 1,To Do,,,pii.hec_roster_gsheet,
Task,EDSMIG-4113,418583,pii.hosted_app_bug_applicant_emails - Phase 1,To Do,,,pii.hosted_app_bug_applicant_emails,
Task,EDSMIG-4114,418584,pii.hse_mdna_degree_applications_log - Phase 1,To Do,,,pii.hse_mdna_degree_applications_log,
Task,EDSMIG-4115,418585,pii.hse_mdna_degree_course_memberships_log - Phase 1,To Do,,,pii.hse_mdna_degree_course_memberships_log,
Task,EDSMIG-4116,418586,pii.hse_mdna_degree_program_memberships_log - Phase 1,To Do,,,pii.hse_mdna_degree_program_memberships_log,
Task,EDSMIG-4117,418587,pii.hse_mdna_degree_students_log - Phase 1,To Do,,,pii.hse_mdna_degree_students_log,
Task,EDSMIG-4118,418588,pii.hse_mdna_degree_term_memberships_log - Phase 1,To Do,,,pii.hse_mdna_degree_term_memberships_log,
Task,EDSMIG-4119,418589,pii.hse_mds_degree_applications_log - Phase 1,To Do,,,pii.hse_mds_degree_applications_log,
Task,EDSMIG-4120,418590,pii.hse_mds_degree_course_memberships_log - Phase 1,To Do,,,pii.hse_mds_degree_course_memberships_log,
Task,EDSMIG-4121,418591,pii.hse_mds_degree_program_memberships_log - Phase 1,To Do,,,pii.hse_mds_degree_program_memberships_log,
Task,EDSMIG-4122,418592,pii.hse_mds_degree_students_log - Phase 1,To Do,,,pii.hse_mds_degree_students_log,
Task,EDSMIG-4123,418593,pii.hse_mds_degree_term_memberships_log - Phase 1,To Do,,,pii.hse_mds_degree_term_memberships_log,
Task,EDSMIG-4124,418594,pii.hse_msba_degree_applications_log - Phase 1,To Do,,,pii.hse_msba_degree_applications_log,
Task,EDSMIG-4125,418595,pii.hse_msba_degree_course_memberships_log - Phase 1,To Do,,,pii.hse_msba_degree_course_memberships_log,
Task,EDSMIG-4126,418596,pii.hse_msba_degree_program_memberships_log - Phase 1,To Do,,,pii.hse_msba_degree_program_memberships_log,
Task,EDSMIG-4127,418597,pii.hse_msba_degree_students_log - Phase 1,To Do,,,pii.hse_msba_degree_students_log,
Task,EDSMIG-4128,418598,pii.hse_msba_degree_term_memberships_log - Phase 1,To Do,,,pii.hse_msba_degree_term_memberships_log,
Task,EDSMIG-4129,418599,pii.hse_mscv_degree_applications_log - Phase 1,To Do,,,pii.hse_mscv_degree_applications_log,
Task,EDSMIG-4130,418600,pii.hse_mscv_degree_course_memberships_log - Phase 1,To Do,,,pii.hse_mscv_degree_course_memberships_log,
Task,EDSMIG-4131,418601,pii.hse_mscv_degree_program_memberships_log - Phase 1,To Do,,,pii.hse_mscv_degree_program_memberships_log,
Task,EDSMIG-4132,418602,pii.hse_mscv_degree_students_log - Phase 1,To Do,,,pii.hse_mscv_degree_students_log,
Task,EDSMIG-4133,418603,pii.hse_mscv_degree_term_memberships_log - Phase 1,To Do,,,pii.hse_mscv_degree_term_memberships_log,
Task,EDSMIG-4134,418604,pii.hse_msf_degree_applications_log - Phase 1,To Do,,,pii.hse_msf_degree_applications_log,
Task,EDSMIG-4135,418605,pii.hse_msf_degree_course_memberships_log - Phase 1,To Do,,,pii.hse_msf_degree_course_memberships_log,
Task,EDSMIG-4136,418606,pii.hse_msf_degree_program_memberships_log - Phase 1,To Do,,,pii.hse_msf_degree_program_memberships_log,
Task,EDSMIG-4137,418607,pii.hse_msf_degree_students_log - Phase 1,To Do,,,pii.hse_msf_degree_students_log,
Task,EDSMIG-4138,418608,pii.hse_msf_degree_term_memberships_log - Phase 1,To Do,,,pii.hse_msf_degree_term_memberships_log,
Task,EDSMIG-4139,418609,pii.huron_survey_final_dataset - Phase 1,Won't Do,,,pii.huron_survey_final_dataset,
Task,EDSMIG-4140,418610,pii.huron_uiuc_data - Phase 1,To Do,,,pii.huron_uiuc_data,
Task,EDSMIG-4141,418611,pii.icp_degree_program_course_memberships - Phase 1,To Do,,,pii.icp_degree_program_course_memberships,
Task,EDSMIG-4142,418612,pii.icp_degree_program_memberships - Phase 1,To Do,,,pii.icp_degree_program_memberships,
Task,EDSMIG-4143,418613,pii.icp_student_emails - Phase 1,To Do,,,pii.icp_student_emails,
Task,EDSMIG-4144,418614,pii.icp_students - Phase 1,To Do,,,pii.icp_students,
Task,EDSMIG-4145,418615,pii.id_verifications - Phase 1,Awaiting Review,prod.silver_pii.courral_id_identifications_vw,No,pii.id_verifications,https://coursera-data-dev.cloud.databricks.com/editor/notebooks/849585571633877?o=4788768134532473
Task,EDSMIG-4146,418616,pii.ifc_focus_group_list - Phase 1,To Do,,,pii.ifc_focus_group_list,
